,us_state,county,days_with_aqi2019,good_days2019,moderate_days2019,unhealthy_sensitive_days2019,unhealthy_days2019,very_unhealthy_days2019,hazardous_days2019,days_co2019,days_no2_2019,days_ozone2019,days_so2_2019,days_pm2_2019,days_pm10_2019,poverty_percentage2019,days_with_aqi2018,good_days2018,moderate_days2018,unhealthy_sensitive_days2018,unhealthy_days2018,very_unhealthy_days2018,hazardous_days2018,days_co2018,days_no2_2018,days_ozone2018,days_so2_2018,days_pm2_2018,days_pm10_2018,poverty_percentage2018,days_with_aqi2017,good_days2017,moderate_days2017,unhealthy_sensitive_days2017,unhealthy_days2017,very_unhealthy_days2017,hazardous_days2017,days_co2017,days_no2_2017,days_ozone2017,days_so2_2017,days_pm2_2017,days_pm10_2017,poverty_percentage2017,days_with_aqi2016,good_days2016,moderate_days2016,unhealthy_sensitive_days2016,unhealthy_days2016,very_unhealthy_days2016,hazardous_days2016,days_co2016,days_no2_2016,days_ozone2016,days_so2_2016,days_pm2_2016,days_pm10_2016,poverty_percentage2016,average_aqi_days,average_good_days,average_moderate_days,average_unhealthy_sensitive_days,average_unhealthy_days,average_very_unhealthy_days,average_hazardous_days,average_co_days,average_no2_days,average_ozone_days,average_so2_days,average_pm2_days,average_pm10_days,average_poverty_percentage,percent_pop_per_100k,cancer_classification
467,MS,Jackson,365,289,75,1,0,0,0,0,1,155,0,209,0,15.1,363,287,74,2,0,0,0,0,1,166,1,195,0,17.9,358,314,43,1,0,0,0,0,81,208,3,66,0,14.5,363,326,37,0,0,0,0,0,58,226,23,56,0,17.6,362.25,304,57.25,1,0,0,0,0,35.25,188.75,6.75,131.5,0,16.275,18.58255022,medium
468,MS,Lauderdale,245,229,16,0,0,0,0,0,0,245,0,0,0,21.5,237,206,31,0,0,0,0,0,0,237,0,0,0,25.5,245,240,5,0,0,0,0,0,0,245,0,0,0,20.5,212,203,9,0,0,0,0,0,0,212,0,0,0,23.7,234.75,219.5,15.25,0,0,0,0,0,0,234.75,0,0,0,22.8,15.22264394,low
469,MS,Lee,241,222,19,0,0,0,0,0,0,241,0,0,0,14.6,243,226,17,0,0,0,0,0,0,243,0,0,0,13.1,225,217,8,0,0,0,0,0,0,225,0,0,0,14.01,238,224,14,0,0,0,0,0,0,238,0,0,0,17.01,236.75,222.25,14.5,0,0,0,0,0,0,236.75,0,0,0,14.68,20.2197305,medium
470,MS,Yalobusha,348,334,14,0,0,0,0,0,0,348,0,0,0,24.4,325,318,7,0,0,0,0,0,0,325,0,0,0,18.1,353,351,2,0,0,0,0,0,0,353,0,0,0,21.3,360,353,7,0,0,0,0,0,0,360,0,0,0,22.9,346.5,339,7.5,0,0,0,0,0,0,346.5,0,0,0,21.675,30.60074086,medium
471,MO,Andrew,245,227,18,0,0,0,0,0,0,245,0,0,0,8.9,245,186,58,1,0,0,0,0,0,245,0,0,0,8.2,243,203,39,1,0,0,0,0,0,243,0,0,0,8.01,214,188,26,0,0,0,0,0,0,214,0,0,0,9.7,236.75,201,35.25,0.5,0,0,0,0,0,236.75,0,0,0,8.7025,16.83656995,low
472,MO,Boone,245,239,6,0,0,0,0,0,0,245,0,0,0,17.2,245,208,36,1,0,0,0,0,0,245,0,0,0,16.8,245,219,26,0,0,0,0,0,0,245,0,0,0,15.1,214,198,16,0,0,0,0,0,0,214,0,0,0,16.6,237.25,216,21,0.25,0,0,0,0,0,237.25,0,0,0,16.425,10.1655799,low
473,MO,Buchanan,365,295,70,0,0,0,0,0,0,0,0,278,87,15.8,363,291,72,0,0,0,0,0,0,0,0,304,59,15.6,365,275,89,1,0,0,0,0,0,0,0,253,112,15.6,363,307,56,0,0,0,0,0,0,0,0,317,46,17.8,364,292,71.75,0.25,0,0,0,0,0,0,0,288,76,16.2,20.01665816,medium
474,MO,Callaway,245,238,7,0,0,0,0,0,0,245,0,0,0,11.6,245,210,35,0,0,0,0,0,0,245,0,0,0,11.7,243,225,18,0,0,0,0,0,0,243,0,0,0,12.3,214,200,13,1,0,0,0,0,0,214,0,0,0,11.6,236.75,218.25,18.25,0.25,0,0,0,0,0,236.75,0,0,0,11.8,17.60162257,low
475,MO,Cass,365,319,46,0,0,0,0,0,0,213,0,152,0,7.9,364,292,72,0,0,0,0,0,0,211,0,153,0,8.1,359,306,51,2,0,0,0,0,0,210,0,149,0,9.2,364,330,34,0,0,0,0,0,0,184,0,180,0,8.7,363,311.75,50.75,0.5,0,0,0,0,0,204.5,0,158.5,0,8.475,18.4242729,medium
476,MO,Cedar,351,285,66,0,0,0,0,0,0,162,0,189,0,17.9,363,284,79,0,0,0,0,0,0,180,0,183,0,17.9,363,315,48,0,0,0,0,0,0,195,0,168,0,17.2,354,319,35,0,0,0,0,0,0,181,0,173,0,19.8,357.75,300.75,57,0,0,0,0,0,0,179.5,0,178.25,0,18.2,26.55199284,medium
477,MO,Clay,365,295,70,0,0,0,0,0,0,225,0,140,0,9.1,363,276,76,11,0,0,0,0,0,220,0,143,0,7.01,364,282,78,4,0,0,0,0,0,218,0,146,0,7.4,361,305,53,3,0,0,0,0,0,202,0,159,0,8.4,363.25,289.5,69.25,4.5,0,0,0,0,0,216.25,0,147,0,7.9775,14.86716602,low
478,MO,Clinton,245,213,32,0,0,0,0,0,0,245,0,0,0,9.9,245,192,51,2,0,0,0,0,0,245,0,0,0,9.01,245,198,47,0,0,0,0,0,0,245,0,0,0,11.1,214,176,35,3,0,0,0,0,0,214,0,0,0,10.4,237.25,194.75,41.25,1.25,0,0,0,0,0,237.25,0,0,0,10.1025,24.00772932,medium
479,MO,Franklin,364,361,3,0,0,0,0,0,0,0,364,0,0,9.3,365,361,4,0,0,0,0,0,0,0,365,0,0,9.2,365,363,2,0,0,0,0,0,0,0,365,0,0,10.4,254,253,1,0,0,0,0,0,0,0,254,0,0,10.7,337,334.5,2.5,0,0,0,0,0,0,0,337,0,0,9.9,21.87619635,medium
480,MO,Greene,365,322,43,0,0,0,0,0,0,197,0,154,14,14.4,365,294,71,0,0,0,0,0,0,198,0,161,6,15.5,365,308,57,0,0,0,0,0,0,200,0,149,16,16.2,366,313,53,0,0,0,0,0,0,183,0,181,2,16.5,365.25,309.25,56,0,0,0,0,0,0,194.5,0,161.25,9.5,15.65,14.72990296,low
481,MO,Iron,365,338,27,0,0,0,0,0,0,0,365,0,0,20.8,365,341,23,1,0,0,0,0,0,0,365,0,0,19.9,364,321,41,2,0,0,0,0,0,0,364,0,0,22.6,366,359,7,0,0,0,0,0,0,0,366,0,0,22.4,365,339.75,24.5,0.75,0,0,0,0,0,0,365,0,0,21.425,27.2347048,medium
482,MO,Jackson,365,265,100,0,0,0,0,0,46,0,0,265,54,13.7,365,307,58,0,0,0,0,0,60,0,0,256,49,13.01,365,260,105,0,0,0,0,0,58,0,2,253,52,13.8,366,291,74,1,0,0,0,0,90,0,1,235,40,15.5,365.25,280.75,84.25,0.25,0,0,0,0,63.5,0,0.75,252.25,48.75,14.0025,16.38011639,low
483,MO,Jasper,365,324,40,1,0,0,0,0,0,220,0,0,145,18.8,365,304,61,0,0,0,0,0,0,226,0,0,139,16.6,365,325,40,0,0,0,0,0,0,230,0,0,135,16.8,361,319,41,1,0,0,0,0,0,191,0,0,170,17.5,364,318,45.5,0.5,0,0,0,0,0,216.75,0,0,147.25,17.425,19.82063507,medium
484,MO,Jefferson,365,292,71,2,0,0,0,0,0,210,11,128,16,8.4,365,296,63,6,0,0,0,0,0,197,24,115,29,8.7,365,284,80,1,0,0,0,0,0,150,7,189,19,10.7,366,281,83,2,0,0,0,0,0,163,8,190,5,10.1,365.25,288.25,74.25,2.75,0,0,0,0,0,180,12.5,155.5,17.25,9.475,19.514667,medium
485,MO,Lincoln,245,223,22,0,0,0,0,0,0,245,0,0,0,9.4,245,209,33,3,0,0,0,0,0,245,0,0,0,10.6,244,210,33,1,0,0,0,0,0,244,0,0,0,9.8,214,182,31,1,0,0,0,0,0,214,0,0,0,11.2,237,206,29.75,1.25,0,0,0,0,0,237,0,0,0,10.25,19.49303507,medium
486,MO,Monroe,365,357,8,0,0,0,0,0,0,365,0,0,0,13.4,365,336,28,1,0,0,0,0,0,365,0,0,0,13.6,365,344,21,0,0,0,0,0,1,363,0,0,1,13.5,366,353,13,0,0,0,0,0,0,363,0,0,3,15.4,365.25,347.5,17.5,0.25,0,0,0,0,0.25,364,0,0,1,13.975,30.89622098,medium
487,MO,Perry,245,224,21,0,0,0,0,0,0,245,0,0,0,9.1,245,208,36,1,0,0,0,0,0,245,0,0,0,10.9,245,202,43,0,0,0,0,0,0,245,0,0,0,9.7,214,173,40,1,0,0,0,0,0,214,0,0,0,10.3,237.25,201.75,35,0.5,0,0,0,0,0,237.25,0,0,0,10,17.1494301,low
488,MO,St. Charles,365,319,41,4,1,0,0,0,0,241,124,0,0,4.6,365,309,48,8,0,0,0,0,0,242,123,0,0,5.7,365,305,56,3,1,0,0,0,0,243,122,0,0,5.3,364,304,48,11,1,0,0,0,0,213,151,0,0,5.2,364.75,309.25,48.25,6.5,0.75,0,0,0,0,234.75,130,0,0,5.2,14.24394126,low
489,MO,St. Louis,365,264,98,3,0,0,0,0,8,180,0,177,0,9.3,365,243,116,6,0,0,0,0,26,175,0,164,0,10.5,365,248,116,1,0,0,0,0,19,187,1,158,0,10.01,366,270,89,7,0,0,0,0,38,165,0,163,0,9.2,365.25,256.25,104.75,4.25,0,0,0,0,22.75,176.75,0.25,165.5,0,9.7525,16.32197273,low
490,MO,St. Louis,365,264,98,3,0,0,0,0,8,180,0,177,0,9.3,365,243,116,6,0,0,0,0,26,175,0,164,0,10.5,365,248,116,1,0,0,0,0,19,187,1,158,0,10.01,366,236,127,2,1,0,0,0,24,135,0,194,13,9.2,365.25,247.75,114.25,3,0.25,0,0,0,19.25,169.25,0.25,173.25,3.25,9.7525,16.32197273,low
491,MO,Stoddard,107,103,4,0,0,0,0,0,0,0,0,107,0,18.4,117,106,11,0,0,0,0,0,0,0,0,117,0,14.8,122,116,6,0,0,0,0,0,0,0,0,122,0,17.1,121,109,12,0,0,0,0,0,0,0,0,121,0,19.1,116.75,108.5,8.25,0,0,0,0,0,0,0,0,116.75,0,17.35,27.67409367,medium
492,MO,Taney,121,117,4,0,0,0,0,0,0,0,0,121,0,12.6,119,109,10,0,0,0,0,0,0,0,0,119,0,15.4,285,267,18,0,0,0,0,0,0,237,0,48,0,13.8,264,253,11,0,0,0,0,0,0,200,0,64,0,17.01,197.25,186.5,10.75,0,0,0,0,0,0,109.25,0,88,0,14.7025,18.89201296,medium
493,MT,Cascade,363,350,12,1,0,0,0,0,0,0,0,363,0,14.2,360,329,25,5,1,0,0,0,0,0,0,360,0,13.4,345,295,49,1,0,0,0,0,0,0,0,345,0,11.9,356,343,13,0,0,0,0,0,0,0,0,356,0,14.2,356,329.25,24.75,1.75,0.25,0,0,0,0,0,0,356,0,13.425,16.126116,low
494,MT,Fergus,365,348,17,0,0,0,0,0,0,335,0,28,2,13.2,365,325,34,5,1,0,0,0,0,327,0,37,1,12.2,365,311,47,5,2,0,0,0,0,311,0,54,0,12.7,366,356,10,0,0,0,0,0,0,342,0,21,3,14.6,365.25,335,27,2.5,0.75,0,0,0,0,328.75,0,35,1.5,13.175,14.81063545,low
495,MT,Flathead,365,302,62,1,0,0,0,0,0,233,0,103,29,9.4,365,268,81,11,5,0,0,0,0,186,0,160,19,11.2,365,280,74,5,3,3,0,0,0,190,0,139,36,11.01,366,326,40,0,0,0,0,0,0,238,0,79,49,12.3,365.25,294,64.25,4.25,2,0.75,0,0,0,211.75,0,120.25,33.25,10.9775,17.20548082,low
496,MT,Gallatin,365,337,28,0,0,0,0,4,22,0,0,339,0,10.3,365,323,36,5,1,0,0,0,8,0,0,357,0,9.01,365,288,74,2,1,0,0,2,18,0,0,345,0,9.8,366,317,38,7,3,0,1,3,10,0,0,353,0,11.4,365.25,316.25,44,3.5,1.25,0,0.25,2.25,14.5,0,0,348.5,0,10.1275,,
497,MT,Lake,93,93,0,0,0,0,0,0,0,0,0,93,0,17.2,118,113,2,3,0,0,0,0,0,0,0,118,0,18.2,110,100,8,1,1,0,0,0,0,0,0,110,0,18.8,120,117,2,1,0,0,0,0,0,0,0,120,0,19.2,110.25,105.75,3,1.25,0.25,0,0,0,0,0,0,110.25,0,18.35,17.05687656,low
498,MT,Lewis and Clark,365,288,75,2,0,0,0,0,0,252,0,113,0,9.4,365,284,71,7,3,0,0,0,0,253,0,112,0,10.5,365,237,99,17,12,0,0,0,0,221,0,144,0,8.3,366,316,43,7,0,0,0,0,0,277,0,89,0,10.4,365.25,281.25,72,8.25,3.75,0,0,0,0,250.75,0,114.5,0,9.65,14.76281578,low
499,MT,Lincoln,364,222,141,1,0,0,0,0,0,0,0,353,11,17.4,365,203,142,8,12,0,0,0,0,0,0,362,3,20.3,363,217,133,6,6,1,0,0,0,0,0,362,1,15.6,366,265,101,0,0,0,0,0,0,0,0,361,5,18.7,364.5,226.75,129.25,3.75,4.5,0.25,0,0,0,0,0,359.5,5,18,32.35910307,medium
500,MT,Missoula,365,224,137,3,1,0,0,0,0,2,0,362,1,11.8,365,198,163,3,1,0,0,0,0,102,0,260,3,12.7,365,111,181,24,14,17,18,0,0,52,0,313,0,14.3,366,166,175,25,0,0,0,0,0,50,0,316,0,15.2,365.25,174.75,164,13.75,4,4.25,4.5,0,0,51.5,0,312.75,1,13.5,10.3313898,low
501,MT,Phillips,365,356,9,0,0,0,0,0,0,332,0,31,2,14.3,360,326,30,3,1,0,0,0,1,311,0,48,0,15.2,360,329,28,3,0,0,0,0,1,295,0,64,0,14.4,366,353,13,0,0,0,0,0,0,319,0,47,0,15.5,362.75,341,20,1.5,0.25,0,0,0,0.5,314.25,0,47.5,0.5,14.85,,
502,MT,Powder River,361,329,31,1,0,0,0,0,0,309,0,39,13,13.8,362,288,70,4,0,0,0,0,0,265,0,79,18,12.2,358,270,79,4,5,0,0,0,0,240,0,96,22,12.2,366,322,44,0,0,0,0,0,0,272,0,53,41,10.7,361.75,302.25,56,2.25,1.25,0,0,0,0,271.5,0,66.75,23.5,12.225,,
503,MT,Powell,110,106,4,0,0,0,0,0,0,0,0,110,0,16.3,113,107,6,0,0,0,0,0,0,0,0,113,0,18.1,105,92,12,1,0,0,0,0,0,0,0,105,0,18.7,119,118,1,0,0,0,0,0,0,0,0,119,0,17.5,111.75,105.75,5.75,0.25,0,0,0,0,0,0,0,111.75,0,17.65,22.74582993,medium
504,MT,Ravalli,364,329,35,0,0,0,0,0,0,0,0,364,0,11.2,351,298,53,0,0,0,0,0,0,0,0,351,0,15.5,360,239,81,25,15,0,0,0,0,0,0,360,0,12.5,351,278,62,9,2,0,0,0,0,0,0,351,0,13.8,356.5,286,57.75,8.5,4.25,0,0,0,0,0,0,356.5,0,13.25,15.26525801,low
505,MT,Richland,365,339,26,0,0,0,0,0,0,307,0,51,7,8.8,364,307,56,1,0,0,0,0,0,322,0,41,1,8.7,358,306,49,2,1,0,0,0,0,294,11,50,3,8.7,366,348,18,0,0,0,0,0,1,305,3,49,8,7.5,363.25,325,37.25,0.75,0.25,0,0,0,0.25,307,3.5,47.75,4.75,8.425,14.37587658,low
506,MT,Roosevelt,93,93,0,0,0,0,0,0,0,0,0,93,0,24.3,105,95,8,2,0,0,0,0,0,0,0,105,0,25.4,90,85,5,0,0,0,0,0,0,0,0,90,0,26.1,104,101,3,0,0,0,0,0,0,0,0,104,0,23.9,98,93.5,4,0.5,0,0,0,0,0,0,0,98,0,24.925,12.10675308,low
507,MT,Rosebud,364,351,13,0,0,0,0,0,3,316,0,41,4,16.3,361,331,28,2,0,0,0,0,0,301,0,57,3,17.01,365,301,54,4,6,0,0,0,3,281,1,73,7,17.3,366,323,41,2,0,0,0,0,15,294,1,28,28,16.6,364,326.5,34,2,1.5,0,0,0,5.25,298,0.5,49.75,10.5,16.8025,12.9054461,low
508,MT,Sanders,365,330,35,0,0,0,0,0,0,0,0,346,19,16.7,365,297,54,14,0,0,0,0,0,0,0,341,24,16.01,358,291,54,6,2,4,1,0,0,0,0,195,163,20.5,335,324,11,0,0,0,0,0,0,0,0,38,297,17.6,355.75,310.5,38.5,5,0.5,1,0.25,0,0,0,0,230,125.75,17.7025,25.23349747,medium
509,MT,Sheridan,104,103,1,0,0,0,0,0,0,0,0,104,0,12.3,112,104,7,1,0,0,0,0,0,0,0,112,0,10.9,114,110,4,0,0,0,0,0,0,0,0,114,0,11.01,117,113,4,0,0,0,0,0,0,0,0,117,0,10.6,111.75,107.5,4,0.25,0,0,0,0,0,0,0,111.75,0,11.2025,,
510,MT,Silver Bow,363,319,44,0,0,0,0,0,0,0,0,191,172,15.3,363,308,54,1,0,0,0,0,0,0,0,200,163,16.7,354,230,100,20,4,0,0,0,0,0,0,329,25,16.3,366,310,56,0,0,0,0,0,0,0,0,315,51,15.5,361.5,291.75,63.5,5.25,1,0,0,0,0,0,0,258.75,102.75,15.95,14.85678748,low
511,MT,Yellowstone,362,357,4,0,1,0,0,0,0,0,77,285,0,11.3,364,317,44,2,1,0,0,0,0,0,26,338,0,10.9,365,312,48,5,0,0,0,0,0,0,33,332,0,10.3,363,347,15,1,0,0,0,0,0,0,48,315,0,8.8,363.5,333.25,27.75,2,0.5,0,0,0,0,0,46,317.5,0,10.325,14.71805722,low
512,NE,Cass,348,348,0,0,0,0,0,0,0,0,0,0,348,5.3,337,332,5,0,0,0,0,0,0,0,0,0,337,7.4,365,335,30,0,0,0,0,0,0,0,0,0,365,6.01,352,322,30,0,0,0,0,0,0,0,0,0,352,7.6,350.5,334.25,16.25,0,0,0,0,0,0,0,0,0,350.5,6.5775,20.21214923,medium
513,NE,Douglas,365,312,53,0,0,0,0,0,0,214,14,128,9,10.2,365,258,103,4,0,0,0,0,0,191,12,150,12,11.6,365,245,118,2,0,0,0,0,0,150,27,171,17,11.4,366,279,83,4,0,0,0,0,0,192,16,148,10,12.4,365.25,273.5,89.25,2.5,0,0,0,0,0,186.75,17.25,149.25,12,11.4,12.67822377,low
514,NE,Hall,97,92,5,0,0,0,0,0,0,0,0,97,0,10.2,111,104,7,0,0,0,0,0,0,0,0,111,0,13.01,111,107,4,0,0,0,0,0,0,0,0,111,0,12.01,113,110,3,0,0,0,0,0,0,0,0,113,0,12.7,108,103.25,4.75,0,0,0,0,0,0,0,0,108,0,11.98,12.63101405,low
515,NE,Knox,355,342,13,0,0,0,0,0,0,355,0,0,0,12.2,357,329,28,0,0,0,0,0,0,357,0,0,0,13.4,338,304,34,0,0,0,0,0,0,338,0,0,0,12.6,350,323,26,1,0,0,0,0,0,350,0,0,0,12.9,350,324.5,25.25,0.25,0,0,0,0,0,350,0,0,0,12.775,14.13893864,low
516,NE,Lancaster,360,338,22,0,0,0,0,0,0,229,76,55,0,10.7,365,330,35,0,0,0,0,0,0,229,77,59,0,12.4,344,317,25,2,0,0,0,0,0,196,84,64,0,11.4,267,245,22,0,0,0,0,0,0,198,7,62,0,12.2,334,307.5,26,0.5,0,0,0,0,0,213,61,60,0,11.675,10.6644571,low
517,NE,Sarpy,350,298,52,0,0,0,0,0,0,0,0,350,0,5.9,349,287,62,0,0,0,0,0,0,0,0,349,0,5.7,341,262,79,0,0,0,0,0,0,0,0,341,0,5.1,357,315,40,2,0,0,0,0,0,0,0,357,0,5.8,349.25,290.5,58.25,0.5,0,0,0,0,0,0,0,349.25,0,5.625,10.93234159,low
518,NE,Scotts Bluff,113,110,3,0,0,0,0,0,0,0,0,113,0,13.01,116,108,8,0,0,0,0,0,0,0,0,116,0,14.3,113,95,17,1,0,0,0,0,0,0,0,113,0,13.3,87,83,4,0,0,0,0,0,0,0,0,87,0,15.9,107.25,99,8,0.25,0,0,0,0,0,0,0,107.25,0,14.1275,12.29843469,low
519,NE,Thomas,109,106,3,0,0,0,0,0,0,0,0,109,0,13.9,114,109,5,0,0,0,0,0,0,0,0,114,0,15.01,116,114,2,0,0,0,0,0,0,0,0,116,0,13.5,113,113,0,0,0,0,0,0,0,0,0,113,0,13.9,113,110.5,2.5,0,0,0,0,0,0,0,0,113,0,14.0775,,
520,NE,Washington,116,107,9,0,0,0,0,0,0,0,0,116,0,6.8,116,103,13,0,0,0,0,0,0,0,0,116,0,6.9,121,113,8,0,0,0,0,0,0,0,0,121,0,7.2,117,111,6,0,0,0,0,0,0,0,0,117,0,7.01,117.5,108.5,9,0,0,0,0,0,0,0,0,117.5,0,6.9775,14.75852853,low
521,NV,Carson City,365,308,57,0,0,0,0,0,0,300,0,65,0,12.2,365,269,88,5,3,0,0,0,0,311,0,54,0,11.3,365,278,85,1,1,0,0,0,0,309,0,56,0,11.01,366,303,63,0,0,0,0,0,0,327,0,39,0,13.01,365.25,289.5,73.25,1.5,1,0,0,0,0,311.75,0,53.5,0,11.88,,
522,NV,Churchill,353,323,30,0,0,0,0,0,0,353,0,0,0,11.7,332,256,71,5,0,0,0,0,0,332,0,0,0,11.4,350,283,64,3,0,0,0,0,0,350,0,0,0,11.5,351,284,66,1,0,0,0,0,0,351,0,0,0,14.2,346.5,286.5,57.75,2.25,0,0,0,0,0,346.5,0,0,0,12.2,17.90285609,low
523,NV,Clark,365,154,206,5,0,0,0,1,20,252,0,84,8,13.3,365,122,194,48,1,0,0,0,50,226,0,76,13,14.01,365,136,200,28,1,0,0,0,46,229,0,79,11,14.01,366,125,215,25,0,1,0,0,27,219,0,114,6,14.6,365.25,134.25,203.75,26.5,0.5,0.25,0,0.25,35.75,231.5,0,88.25,9.5,13.98,11.34147266,low
524,NV,Douglas,356,346,10,0,0,0,0,0,0,0,0,356,0,8.1,362,315,37,6,3,1,0,0,0,0,0,362,0,7.2,338,296,38,3,1,0,0,0,0,0,0,338,0,8.2,336,300,35,1,0,0,0,0,0,0,0,336,0,9.7,348,314.25,30,2.5,1,0.25,0,0,0,0,0,348,0,8.3,16.41345061,low
525,NV,Elko,365,363,2,0,0,0,0,0,0,0,0,12,353,11.01,346,297,45,4,0,0,0,0,0,77,0,15,254,8.3,361,332,28,0,1,0,0,0,0,130,0,15,216,10.6,345,340,4,1,0,0,0,0,0,0,0,17,328,10.4,354.25,333,19.75,1.25,0.25,0,0,0,0,51.75,0,14.75,287.75,10.0775,9.189979859,low
526,NV,Lyon,356,344,12,0,0,0,0,0,0,346,0,0,10,10.2,362,304,50,8,0,0,0,0,0,362,0,0,0,10.5,363,307,53,3,0,0,0,0,0,363,0,0,0,10.8,352,282,69,1,0,0,0,0,0,352,0,0,0,11.9,358.25,309.25,46,3,0,0,0,0,0,355.75,0,0,2.5,10.85,19.76557113,medium
527,NV,Nye,365,352,12,1,0,0,0,0,0,0,0,0,365,16.1,365,350,15,0,0,0,0,0,0,0,0,0,365,15.2,365,346,15,3,1,0,0,0,0,0,0,0,365,15.8,366,349,15,1,0,0,1,0,0,0,0,0,366,15.9,365.25,349.25,14.25,1.25,0.25,0,0.25,0,0,0,0,0,365.25,15.75,30.36263914,medium
528,NV,Washoe,365,244,121,0,0,0,0,0,4,294,0,62,5,10.7,365,213,133,19,0,0,0,0,8,281,0,59,17,10.4,365,202,159,4,0,0,0,0,8,273,0,73,11,11.1,366,234,125,7,0,0,0,0,16,280,0,59,11,12.5,365.25,223.25,134.5,7.5,0,0,0,0,9,282,0,63.25,11,11.175,12.20964336,low
529,NV,White Pine,362,294,67,1,0,0,0,0,0,361,0,1,0,13.7,355,261,88,6,0,0,0,0,0,349,0,6,0,13.3,356,290,66,0,0,0,0,0,0,354,0,2,0,13.8,361,300,61,0,0,0,0,0,0,358,0,3,0,14.7,358.5,286.25,70.5,1.75,0,0,0,0,0,355.5,0,3,0,13.875,10.15166589,low
530,NH,Belknap,316,308,8,0,0,0,0,0,0,181,0,135,0,8.6,283,269,14,0,0,0,0,0,0,206,0,77,0,6.9,308,289,19,0,0,0,0,0,0,203,0,105,0,8.3,257,241,16,0,0,0,0,0,0,180,0,77,0,10.01,291,276.75,14.25,0,0,0,0,0,0,192.5,0,98.5,0,8.4525,21.42765027,medium
531,NH,Cheshire,365,348,17,0,0,0,0,0,0,303,0,62,0,9.7,365,334,31,0,0,0,0,0,0,272,0,93,0,10.2,364,323,41,0,0,0,0,0,0,287,0,77,0,9.4,366,317,48,1,0,0,0,0,0,287,0,79,0,8.6,365,330.5,34.25,0.25,0,0,0,0,0,287.25,0,77.75,0,9.475,17.19374944,low
532,NH,Coos,324,314,10,0,0,0,0,0,0,304,0,20,0,13.9,271,223,45,3,0,0,0,0,0,227,0,44,0,13.1,356,293,60,2,1,0,0,0,0,349,0,7,0,11.7,365,303,58,4,0,0,0,0,0,365,0,0,0,13.8,329,283.25,43.25,2.25,0.25,0,0,0,0,311.25,0,17.75,0,13.125,21.7988403,medium
533,NH,Grafton,365,352,13,0,0,0,0,0,0,311,0,54,0,9.2,365,336,29,0,0,0,0,0,0,259,0,106,0,9.01,365,339,26,0,0,0,0,0,0,254,0,111,0,9.4,366,347,19,0,0,0,0,0,0,294,0,72,0,10.3,365.25,343.5,21.75,0,0,0,0,0,0,279.5,0,85.75,0,9.4775,16.47483136,low
534,NH,Hillsborough,365,353,12,0,0,0,0,0,0,356,0,9,0,7.5,365,338,27,0,0,0,0,1,0,350,0,14,0,7.4,365,342,22,1,0,0,0,0,0,354,1,10,0,7.9,366,333,30,3,0,0,0,0,0,355,0,11,0,8.01,365.25,341.5,22.75,1,0,0,0,0.25,0,353.75,0.25,11,0,7.7025,14.68766227,low
535,NH,Merrimack,365,360,5,0,0,0,0,0,0,209,156,0,0,6.4,365,355,10,0,0,0,0,0,0,213,152,0,0,7.01,365,353,12,0,0,0,0,0,0,364,1,0,0,7.3,366,352,14,0,0,0,0,0,0,357,9,0,0,7.4,365.25,355,10.25,0,0,0,0,0,0,285.75,79.5,0,0,7.0275,15.89476643,low
536,NH,Rockingham,365,343,21,1,0,0,0,0,0,316,0,49,0,5.1,365,331,31,3,0,0,0,0,0,318,0,47,0,5.3,365,333,30,2,0,0,0,0,0,323,0,42,0,5.1,366,320,44,2,0,0,0,0,0,309,0,57,0,4.2,365.25,331.75,31.5,2,0,0,0,0,0,316.5,0,48.75,0,4.925,17.15164029,low
537,NJ,Atlantic,365,328,36,1,0,0,0,0,0,262,0,103,0,11.3,365,327,37,1,0,0,0,0,0,250,0,115,0,12.8,365,307,58,0,0,0,0,0,0,282,0,83,0,14.4,366,316,49,1,0,0,0,0,0,287,2,77,0,14.2,365.25,319.5,45,0.75,0,0,0,0,0,270.25,0.5,94.5,0,13.175,16.77965312,low
538,NJ,Bergen,365,228,132,5,0,0,0,0,58,96,0,211,0,5.7,365,214,137,12,2,0,0,1,69,96,0,199,0,6.8,365,259,99,7,0,0,0,0,95,139,0,131,0,6.6,366,251,105,9,1,0,0,0,93,142,0,131,0,6.9,365.25,238,118.25,8.25,0.75,0,0,0.25,78.75,118.25,0,168,0,6.5,12.91031304,low
539,NJ,Camden,365,240,120,5,0,0,0,0,19,202,0,144,0,10.7,365,237,123,5,0,0,0,1,9,161,0,194,0,12.9,365,231,120,14,0,0,0,0,19,171,0,175,0,11.7,366,221,134,11,0,0,0,2,16,183,2,153,10,12.01,365.25,232.25,124.25,8.75,0,0,0,0.75,15.75,179.25,0.5,166.5,2.5,11.8275,15.93773574,low
540,NJ,Cumberland,361,297,61,3,0,0,0,0,2,268,0,91,0,13.8,365,305,60,0,0,0,0,0,15,173,0,177,0,15.2,364,316,48,0,0,0,0,0,20,236,0,108,0,18.4,366,301,64,1,0,0,0,0,4,244,0,118,0,18.4,364,304.75,58.25,1,0,0,0,0,10.25,230.25,0,123.5,0,16.45,15.92960926,low
